,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index ,Department,Sentiment,Emotions,Summary,date
675,64,General Petite,Dresses,Dresses,1072,Mixed feelings....,"The fit and design are interesting. in the 00p, the fit was good though the dress was not easy to get into or out of - strategy required. the quality is fine. but the color was very ""blah,"" with too little of the bright stripes in an otherwise rather dull color scheme. that made the dress overall feel too busy and rather confused. with the lining and material weight, it would be more a cold weather item only, not an all seasonal dress.

generally, it was interesting but not a ""most come home wit",6,4,1,Product,positive,"awesome, worried, pretty, well made, want more","well-made bra, pretty lace, want more colors",2022-08-25 03:30:43.902439024
676,64,General,Tops,Knits,862,Versatile!,"This top is comfortable and flattering. i really like the simplicity- a wearable basic summer top, with a cute twist, just enough to make it contemporary, but not overstated.",0,5,1,Product,positive,"happy, satisfied, excited, pleased, content","high-quality dress, beautiful colors, perfect fit",2022-08-25 21:04:23.414634146
677,28,General,Dresses,Dresses,1077,Liked but too big,"Really liked this dress, but it ran too big for me.",1,3,1,Product,negative,"disappointment, frustration, dissatisfaction, regret, annoyance","jacket size too large, had to return it",2022-08-26 14:38:02.926829268
678,48,General,Bottoms,Pants,1051,"Stylish, but run a little large","I'd say these are exactly as-pictured and i'm happy with them. they run a little big in the waist; i most often wear xspetite in retailer sizes, and can often wear xs regular but these are a bit loose (i have a 26"" waist, 34"" hips). the drawstring tie solves that of course but it's only in the front, it doesn't go all the way around the waist, the rest is elastic. i'd also say these are high-rise, or long in the crotch (but i'm only 5'3"" so they're probably mid-rise on tall people). i have them hi",7,4,1,Product,positive,"agree, love, looking forward, nice, neutral","grey color, well into fall/winter",2022-08-27 08:11:42.439024390
679,37,General Petite,Tops,Knits,883,,"Cute top, good color, fabric is a little rough and scratchy",0,4,1,Product,positive,"loved, pleased, slight issue, better, bright","fabric is sheer, stitching is neon pin",2022-08-28 01:45:21.951219512
680,42,General Petite,Bottoms,Jeans,1033,Cute ankle jean!,"These are great, but unfortunately ran small for me in comparison to my other pilcro jeans. i returned and the size i need is sold out now.",0,5,1,Product,positive,"love, elegance, stunning, favorites, right person","dress with necklace and cardigan, needs altering, stunning on right person",2022-08-28 19:19:01.463414634
681,49,General,Jackets,Jackets,975,Unflattering cut,"I was excited to see this offered by retailer because i have been looking for a light blue summer jacket or blazer that isn't a denim jacket and this seemed to fit the bill. i've ordered several cartonnier blazers in 00p, as early as 2013 and as late as spring 2015, and have been very happy with them. on the plus side i would say that the color is depicted accurately and it does seem like a high quality jacket. but while the shoulders and sleeves were a pretty standard fit for 00p, it was much too",21,3,0,Product,positive,"stunning, well made, great, tricky, reference","stunning dress, well made, tricky fit, try in store.",2022-08-29 12:52:40.975609756
682,71,General,Tops,Knits,873,Pretty but not for me,"This top reminded me of a maternity top. cute, but better suited for someone smaller chested.",0,3,0,Product,positive,"soft, light, airy, great, cute","soft color, light material, feels great, cute flamingos",2022-08-30 06:26:20.487804878
683,33,General,Tops,Sweaters,937,Great staple sweater!,"I just saw this in the store and loved it! it is shorter than pictured on the model, but it's not short. with a long shirt underneath, i'll wear it with leggings. the color is beautiful!! the size does run large - i normally wear a large at retailer, and i got this in a medium. i can't wait to wear it all fall and winter long!",0,5,1,Product,positive,"beautiful, drawn, closer, creamy, delicate",beautiful dress with detailed embroidery and lace trim.,2022-08-31 00:00:00.000000000
684,34,General Petite,Tops,Fine gauge,895,Wardrobe staple,"I had this on my birthday list and was really hopeful that it'd work out based on all of the good reviews. when i got it, i was happy with the fit and fabric, but i was stumped as to what i'd wear it with. it hung in the closet for a couple of weeks because i just didn't know if i could pull off the length. i took the plunge today and find it pairs nicely with a flared leg pant and simple shirt underneath. it's so stretchy, warm, and cozy! the sweater does shed as another reviewer mentioned so k",0,5,1,Product,negative,"disappointed, well done","length and hanging issue, disappointed with the product.",2022-09-01 00:00:00.000000000
685,70,General,Bottoms,Pants,1047,,"Received these as a christmas gift from my daughter. just wonderful - warm and cozy and cute. size m is just a tad baggy; i'm sure i could have worn small, but no matter. i wear these often and love them! such a treat!",3,5,1,Product,positive,"nervous, disappointed, flattering, forgiving, thin, light, airy","thin, light, airy, flattering, forgiving",2022-09-01 13:07:55.471698113
686,42,General,Dresses,Dresses,1110,Adorable dress,"The picture does not do it justice. this dress is beautiful on. it is fitted on the top and flares on the bottom. it is also a very soft denim. the person helping me at the store brought a sparkly belt that made it even more spectacular. truth is it looks great with or without the belt. it fits true to size (5'4"", 135 lbs and 34c and my usual size 2 was great).",6,5,1,"Sales, Product",positive,"beautiful, love, modern, 70's vibe, encouraged","salesperson encouraged me to try beautiful blouse, modern 70's vibe",2022-09-02 02:15:50.943396226
687,20,General,Tops,Fine gauge,896,Fall wardrobe staple,"I just got this in and i love it! it's happy, super soft, and will be perfect for the fall season in new orleans, since it's not too light but also not heavy. i see myself wearing this often!",2,5,1,Product,positive,"satisfied, happy, relieved, content, grateful","well-fitting shorts, good quality, versatile for different outfits.",2022-09-02 15:23:46.415094339
688,48,General Petite,Intimate,Lounge,498,,,0,2,0,Product,negative,"disappointed, unflattering, perfect, gorgeous, great","dress not fitted, print and quality are gorgeous, high neckline unflattering",2022-09-03 04:31:41.886792452
689,45,General,Tops,Knits,869,,Cute top but does stretch out a bit throughout the day.,0,4,1,Product,positive,"love, beautiful, good, compliment, spring","beautiful dress, true to size, many compliments",2022-09-03 17:39:37.358490566
690,56,General,Bottoms,Pants,1060,Lightweight and pretty summer pants,"I bought these in white (not a harsh white, more soft-looking), and am very pleased with them. they are true to the manufacturer's sizing (i own another pair of pants from elevenses in the same size), which runs somewhat large (i'm 5' 5"" tall, weigh 135 pounds, and the size 6 fit perfectly). the back of the waistband is elasticized, so there's some give. they're long enough on me that they hit the floor; with heels, they're perfect. they look as pictured, but what you can't tell from the photo i",0,5,1,Product,positive,"attention, returned, gorgeous, sorry, worth",style and fabric,2022-09-04 06:47:32.830188679
691,50,General,Tops,Knits,866,It's going back,"This tank (in black) is nice quality, most of the fringe hangs straight and seems to be attached well. it's just too short and too boxy for my figure (curvy/hips). would look good on someone who has straight hips and is not long waisted. since that doesn't describe me, it has to go back.",0,2,0,Product,positive,"soft, pretty, quality, fit, bother","soft, pretty sleeve detail, quality and fit as expected",2022-09-04 19:55:28.301886792
692,39,General,Tops,Fine gauge,895,Need petite,"Loved the green color, the cut is super flattering, but alas, i do need hte petite, ti was a bit long and i looked a little lost. unfrotuantely, the color is sold out in petite :-(",1,5,1,Product,positive,"love, beautiful, flattering, perfect, great","beautiful soft fabric, flattering, perfect length, great with shorts, pants or a long skirt",2022-09-05 09:03:23.773584905
